"itemCode","itemValue"
"8183","Shoulder arthroplast NEC"
"8184","Total elbow replacement"
"8185","Elbow arthroplasty NEC"
"8188","Revers tot shoulder repl"
"8191","ARTHROCENTESIS"
"8192","INJECTION INTO JOINT"
"8193","Sutur capsul/ligamen arm"
"8194","Suture capsul/lig ank/ft"
"8195","Sutur capsul/lig leg NEC"
"8196","Other repair of joint"
"8197","Rev jt repI upper extrem"
"8198","Other joint dx procedure"
"8199","Joint structure op NEC"
"8201","Explor tend sheath-hand"
"8202","Myotomy of hand"
"8203","Bursotomy of hand"
"8204","I & D PALMAR/THENAR SPAC+"
"8209","Inc soft tissue hand NEC"
"8211","Tenotomy of hand"
"8212","Fasciotomy of hand"
"8219","Div soft tissue hand NEC"
"8221","Exc les tend sheath hand"
"8222","Excision hand muscle les"
"8229","Exc les sft tiss hnd NEC"
"8231","Bursectomy of hand"
"8232","Excis hand tend for grft"
"8233","Hand tenonectomy NEC"
"8234","Exc hnd mus/fas for grft"
"8235","Hand fasciectomy NEC"
"8236","Other myectomy of hand"
"8239","Hand soft tissue exc NEC"
"8241","Suture tendn sheath hand"
"8242","Delay sut flex tend hand"
"8243","Delay sut hand tend NEC"
"8244","Sutur flex tend hand NEC"
"8245","Suture hand tendon NEC"
"8246","Suture hand muscle/fasc"
"8251","Hand tendon advancement"
"8252","Hand tendon recession"
"8253","Hand tendon reattachment"
"8254","Hand muscle reattachment"
"8255","Chng hnd mus/ten Ing NEC"
"8256","Transplant hand tend NEC"
"8257","Transposit hand tend NEC"
"8258","Transplant hand musc NEC"
"8259","Transposit hand musc NEC"
"8261","Pollicization operation"
"8269","Thumb reconstruction NEC"
"8271","Hand tend pulley reconst"
"8272","Plast op hnd-mus/fas grf"
"8279","Plast op hand w grft NEC"
"8281","Transfer of finger"
"8282","Repair of cleft hand"
"8283","Repair of macrodactyly"
"8284","Repair of mallet finger"
"8285","Other tenodesis of hand"
"8286","Other tenoplasty of hand"
"8289","Hand plastic op NEC"
"8291","Lysis of hand adhesions"
"8292","ASPIRATION BURSA OF HAND"
"8293","ASPIR SOFT TISS HAND NEC"
"8294","INJECT BURSA OF HAND"
"8295","INJECT TENDON OF HAND"
"8296","HAND SFT TISSU INJEC NEC"
"8299","Hand mus/ten/fas/ops NEC"
"8301","Tendon sheath explorat"
"8302","Myotomy"
"8303","Bursotomy"
"8309","Soft tissue incision NEC"
"8311","Achillotenotomy"
"8312","Adductor tenotomy of hip"
"8313","Other tenotomy"
"8314","Fasciotomy"
"8319","Soft tissue division NEC"
"8321","Open biopsy soft tissue"
"8329","Soft tissue dx proc NEC"
"8331","Excis les tendon sheath"
"8332","Excis lesion of muscle"
"8339","Exc les soft tissue NEC"
"8341","Tendon excision for grft"
"8342","Other tenonectomy"
"8343","Musc/fasc excis for grft"
"8344","Other fasciectomy"
"8345","Other myectomy"
"8349","Other soft tissue excis"
"835","Bursectomy"
"8361","Tendon sheath suture"
"8362","Delayed tendon suture"
"8363","Rotator cuff repair"
"8364","Other suture of tendon"
"8365","Other muscle/fasc suture"
"8371","Tendon advancement"
"8372","Tendon recession"
"8373","Tendon reattachment"
"8374","Muscle reattachment"
"8375","Tendon trnsfr/transplant"
"8376","Other tendon transposit"
"8377","Muscle trnsfr/transplant"
"8379","Other muscle transposit"
"8381","Tendon graft"
"8382","Muscle or fascia graft"
"8383","Tendon pulley reconstruc"
"8384","Clubfoot release NEC"
"8385","Musc/tend Ing change"
"8386","Quadricepsplasty"
"8387","Other plastic ops muscle"
"8388","Other plastic ops tendon"
"8389","Other plastic ops fascia"
"8391","Adhesiolysis mus/ten/fas"
"8392","Insert skel musc stimula"
"8393","Remov skel musc stimulat"
"8394","ASPIRATION OF BURSA"
"8395","SOFT TISSUE ASPIRAT NEC"
"8396","INJECTION INTO BURSA"
"8397","INJECTION INTO TENDON"
"8398","SOFT TISSUE INJECT NEC"
"8399","Mus/ten/fas/bur op NEC"
"8400","Upper limb ampulat NOS"
"8401","Finger amputation"
"8402","Thumb amputation"
"8403","Amputation through hand"
"8404","Disarticulation of wrist"
"8405","Amputation thru forearm"
"8406","Disarticulation of elbow"
"8407","Amputation thru humerus"
"8408","Shoulder disarticulation"
"8409","Forequarter amputation"
"8410","Lower limb amputat NOS"
"8411","Toe amputation"
"8412","Amputation through foot"
"8413","Disarticulation of ankle"
"8414","Amputat through malleoli"
"8415","Below knee amputat NEC"
"8416","Disarticulation of knee"
"8417","Above knee amputation"
"8418","Disarticulation of hip"
"8419","Hindquarter amputation"
"8421","Thumb reattachment"
"8422","Finger reattachment"
"8423","Forearm/wrist/hand reatt"
"8424","Upper arm reattachment"
"8425","Toe reattachment"
"8426","Foot reattachment"
"8427","Lower leg/ankle reattach"
"8428","Thigh reattachment"
"8429","Reattachment NEC"
"843","Amputation stump revis"
"8440","Implnt/fit pros limb NOS"
"8441","FIT UP ARM/SHOULD PROSTH"
"8442","FIT LO ARM/HAND PROSTHES"
"8443","FIT ARM PROSTHESIS NOS"
"8444","Implant arm prosthesis"
"8445","FIT ABOVE KNEE PROSTHES"
"8446","FIT BELOW KNEE PROSTHES"
"8447","FIT LEG PROSTHESIS NOS"
"8448","Implant leg prosthesis"
"8451","Ins spinal fusion device"
"8452","Insert recombinant bmp"
"8453","Imp limb length kinetic"
"8454","Impl other limb length"
"8455","Ins bone void filler"
"8456","INSERTION CEMENT SPACER"
"8457","REMOVAL OF CEMENT SPACER"
"8458","IMP INTRSPINE DECOMP DEV"
"8459","Insert othr spin device"
"8460","Insert disc pros NOS"
"8461","Ins part disc pros cerv"
"8462","Ins tot disc prost cerv"
"8463","Ins spin disc pros thor"
"8464","Ins part disc pros lumb"
"8465","Ins totl disc pros lumb"
"8466","Revise disc prost cerv"
"8467","Revise disc prost thora"
"8468","Revise disc prosth lumb"
"8469","Revise disc prosth NOS"
"8471","APP EXT FIX DEV-MONOPLAN"
"8472","APP EXT FIX DEV-RING SYS"
"8473","APP HYBRID EXT FIX DEV"
"8480","Ins/repl interspine dev"
"8481","Rev interspine device"
"8482","Ins/repl pdcl stabil dev"
"8483","Rev pedcl dyn stabil dev"
"8484","Ins/repl facet replc dev"
"8485","Rev facet replace device"
"8491","Amputation NOS"
"8492","Separat equal join twin"
"8493","Separat unequi join twin"
"8494","Ins stern fix dev w rig pl"
"8499","Musculoskeletal op NEC"
"850","MASTOTOMY"
"8511","CLOSED BREAST BIOPSY"
"8512","Open breast biopsy"
"8519","BREAST DX PROCEDURE NEC"
"8520","Breast tissu destruc NOS"
"8521","Local excis breast les"
"8522","Quadrant resect breast"
"8523","Subtotal mastectomy"
"8524","Exc ectopic breast tissu"
"8525","Excision of nipple"
"8531","Unilat reduct mammoplast"
"8532","Bilat reduct mammoplasty"
"8533","Unil subq mammect-implnt"
"8534","Unilat subq mammect NEC"
"8535","Bil subq mammect-implant"
"8536","Bilat subq mammectom NEC"
"8541","Unilat simple mastectomy"
"8542","Bilat simple mastectomy"
"8543","Unilat exten simp mastec"
"8544","Bilat extend simp mastec"
"8545","Unilat radical mastectom"
"8546","Bilat radical mastectomy"
"8547","Unil ext rad mastectomy"
"8548","Bil exten rad mastectomy"
"8550","Augment mammoplasty NOS"
"8551","UNIL BREAST INJEC-AUGMEN"
"8552","BIL BREAST INJEC-AUGMENT"
"8553","Unilat breast implant"
"8554","Bilateral breast implant"
"8555","Fat graft to breast"
"856","Mastopexy"
"857","Total breast reconstruct"
"8570","Tot reconst breast NOS"
"8571","Latiss dorsi myocut flap"
"8572","TRAM flap, pedicled"
"8573","TRAM flap, free"
"8574","DIEP flap, free"
"8575","SIEA flap, free"
"8576","GAP flap, free"
"8579","Tot reconst breast NEC"
"8581","SUTURE BREAST LACERATION"
"8582","Breast split-thick graft"
"8583","Breast full-thick graft"
"8584","Breast pedicle graft"
"8585","Breast muscle flap graft"
"8586","Transposition of nipple"
"8587","Nipple repair NEC"
"8589","Mammoplasty NEC"
"8591","ASPIRATION OF BREAST"
"8592","BREAST INJECTION"
"8593","Breast implant revision"
"8594","Breast implant removal"
"8595","Inser breast tissu expan"
"8596","Remov breast tissu expan"
"8599","Breast operation NEC"
"8601","ASPIRATION SKIN & SUBQ"
"8602","SKIN DEFECT TATTOOING"
"8603","INCISION PILONIDAL SINUS"
"8604","OTHER SKIN & SUBQ I & D"
"8605","Removal fb/dev from skin"
"8606","Insert infusion pump"
"8607","Insert vasc access dev"
"8609","Skin & subq incision NEC"
"8611","Closed bx skin/subq tiss"
"8619","SKIN & SUBQ DX PROC NEC"
"8621","Excision of pilonid cyst"
"8622","Exc wound debridement"
"8623","NAIL REMOVAL"
"8624","SKIN CHEMOSURGERY"
"8625","Dermabrasion"
"8626","LIGATION DERMAL APPENDAG"
"8627","DEBRIDEMENT OF NAIL"
"8628","NONEXCIS DEBRIDEMENT WND"
"863","Other local destruc skin"
"864","Radical excis skin les"
"8651","REPLANTATION OF SCALP"
"8659","SKIN CLOSURE NEC"
"8660","Free skin graft NOS"
"8661","Full-thick hand skin grf"
"8662","Hand skin graft NEC"
"8663","Full-thick skin grft NEC"
"8664","HAIR TRANSPLANT"
"8665","Heterograft to skin"
"8666","Homograft to skin"
"8667","Dermal rener graft"
"8669","Free skin graft NEC"
"8670","Pedicle graft/flap NOS"
"8671","Cut & prep pedicle graft"
"8672","Pedicle graft advancemen"
"8673","Attach pedicle to hand"
"8674","Attach pedicle graft NEC"
"8675","Revision of pedicle grft"
"8681","Repair facial weakness"
"8682","Facial rhytidectomy"
"8683","Size reduct plastic op"
"8684","Relaxation of scar"
"8685","Syndactyly correction"
"8686","Onychoplasty"
"8687","Fat graft skin&subcut tis"
"8689","Skin repair & plasty NEC"
"8690","Extract fat for graft/bank"
"8691","Skin excision for graft"
"8692","EPILATION OF SKIN"
"8693","Insert tissue expander"
"8694","Ins/repl single pul gen"
"8695","Ins/repl dual pulse gen"
"8696","Insert/repl oth neurost"
"8697","INS/REP 1 PUL GEN,RECHRG"
"8698","INS/REP 2 PUL GEN,RECHRG"
"8699","SKIN & SUBQ OP NEC"
"8701","PNEUMOENCEPHALOGRAM"
"8702","BRAIN/SKULL CONTRST XRAY"
"8703","C.A.T. SCAN OF HEAD"
"8704","HEAD TOMOGRAPHY NEC"
"8705","CONTRAST DACRYOCYSTOGRAM"
"8706","NASOPHARY CONTRAST X-RAY"
"8707","CONTRAST LARYNGOGRAM"
"8708","CERVICAL LYMPHANGIOGRAM"
"8709","HEAD SOFT TISS X-RAY NEC"
"8711","FULL-MOUTH X-RAY"
"8712","DENTAL X-RAY NEC"
"8713","TM CONTRAST ARTHROGRAM"
"8714","CONTRAST X-RAY OF ORBIT"
"8715","CONTRAST X-RAY OF SINUS"
"8716","FACIAL BONE X-RAY NEC"
"8717","SKULL X-RAY NEC"
"8717700","การบริบาลหญิงตั้งครรภ์ด้วยการนวดที่สะโพก เอว"
"8717701","การบริบาลหญิงตั้งครรภ์ด้วยการประคบที่สะโพก เอว"
"8717713","การบริบาลหญิงหลังคลอดด้วยการนวดที่สะโพก เอว"
"8717714","การบริบาลหญิงหลังคลอดด้วยการประคบสมุนไพรที่สะโพก เอว"
"8717810","การนวดด้วยยาหรือน้ำมันหอมระเหยที่สะโพก เอว"
"8717811","การนวดด้วยวิธีการแพทย์แผนไทยแบบราชสำนักที่สะโพก เอว"
"8717812","การนวดด้วยวิธีการแพทย์แผนไทยแบบเชลยศักดิ์ที่สะโพก เอว"
"8717818","การนวดด้วยวิธีการแพทย์แผนไทยแบบอื่นที่สะโพก เอว"
"8717819","การนวดด้วยวิธีการแพทย์แผนไทย ไม่ระบุรายละเอียดที่สะโพก เอว"
"8717820","การประคบด้วยสมุนไพรที่สะโพก เอว"
"8717821","การประคบความร้อนที่สะโพก เอว"
"8717822","การประคบความเย็นที่สะโพก เอว"
"8721","CONTRAST MYELOGRAM"
"8722","CERVICAL SPINE X-RAY NEC"
"8723","THORACIC SPINE X-RAY NEC"
"8724","LUMBOSAC SPINE X-RAY NEC"
"8727700","การบริบาลหญิงตั้งครรภ์ด้วยการนวดที่ต้นขา"
"8727701","การบริบาลหญิงตั้งครรภ์ด้วยการประคบที่ต้นขา"
"8727713","การบริบาลหญิงหลังคลอดด้วยการนวดที่ต้นขา"
"8727714","การบริบาลหญิงหลังคลอดด้วยการประคบสมุนไพรที่ต้นขา"
"8727810","การนวดด้วยยาหรือน้ำมันหอมระเหยที่ต้นขา"
"8727811","การนวดด้วยวิธีการแพทย์แผนไทยแบบราชสำนักที่ต้นขา"
"8727812","การนวดด้วยวิธีการแพทย์แผนไทยแบบเชลยศักดิ์ที่ต้นขา"
"8727818","การนวดด้วยวิธีการแพทย์แผนไทยแบบอื่นที่ต้นขา"
"8727819","การนวดด้วยวิธีการแพทย์แผนไทย ไม่ระบุรายละเอียดที่ต้นขา"
"8727820","การประคบด้วยสมุนไพรที่ต้นขา"
"8727821","การประคบความร้อนที่ต้นขา"
"8727822","การประคบความเย็นที่ต้นขา"
"8729","SPINAL X-RAY NEC"
"8731","ENDOTRACHEAL BRONCHOGRAM"
"8732","CONTRAST BRONCHOGRAM NEC"
"8733","MEDIASTINAL PNEUMOGRAM"
"8734","INTRATHOR LYMPHANGIOGRAM"
"8735","CONTR MAMMARY DUCTOGRAM"
"8736","BREAST XEROGRAPHY"
"8737","MAMMOGRAPHY NEC"
"8737700","การบริบาลหญิงตั้งครรภ์ด้วยการนวดที่หัวเข่า"
"8737701","การบริบาลหญิงตั้งครรภ์ด้วยการประคบที่หัวเข่า"
"8737713","การบริบาลหญิงหลังคลอดด้วยการนวดที่หัวเข่า"
"8737714","การบริบาลหญิงหลังคลอดด้วยการประคบสมุนไพรที่หัวเข่า"
"8737810","การนวดด้วยยาหรือน้ำมันหอมระเหยที่หัวเข่า"
"8737811","การนวดด้วยวิธีการแพทย์แผนไทยแบบราชสำนักที่หัวเข่า"
"8737812","การนวดด้วยวิธีการแพทย์แผนไทยแบบเชลยศักดิ์ที่หัวเข่า"
"8737818","การนวดด้วยวิธีการแพทย์แผนไทยแบบอื่นที่หัวเข่า"
"8737819","การนวดด้วยวิธีการแพทย์แผนไทย ไม่ระบุรายละเอียดที่หัวเข่า"
"8737820","การประคบด้วยสมุนไพรที่หัวเข่า"
"8737821","การประคบความร้อนที่หัวเข่า"
"8737822","การประคบความเย็นที่หัวเข่า"
"8738","CHEST WALL SINOGRAM"
"8739","THORAX SFT TISS XRAY NEC"
"8741","C.A.T. SCAN OF THORAX"
"8742","THORACIC TOMOGRAPHY NEC"
"8743","RIB/STERNUM/CLAVIC X-RAY"
"8744","ROUTINE CHEST X-RAY"
"8747700","การบริบาลหญิงตั้งครรภ์ด้วยการนวดที่ขา"
"8747701","การบริบาลหญิงตั้งครรภ์ด้วยการประคบที่ขา"
"8747713","การบริบาลหญิงหลังคลอดด้วยการนวดที่ขา"
"8747714","การบริบาลหญิงหลังคลอดด้วยการประคบสมุนไพรที่ขา"
"8747811","การนวดด้วยวิธีการแพทย์แผนไทยแบบราชสำนักที่ขา"
"8747812","การนวดด้วยวิธีการแพทย์แผนไทยแบบเชลยศักดิ์ที่ขา"
"8747818","การนวดด้วยวิธีการแพทย์แผนไทยแบบอื่นที่ขา"
"8747819","การนวดด้วยวิธีการแพทย์แผนไทย ไม่ระบุรายละเอียดที่ขา"
"8747820","การประคบด้วยสมุนไพรที่ขา"
"8747821","การประคบความร้อนที่ขา"
"8747822","การประคบความเย็นที่ขา"
"8749","CHEST X-RAY NEC"
"8751","PERC HEPAT CHOLANGIOGRAM"
"8752","INTRAVEN CHOLANGIOGRAM"
"8753","Intraoper cholangiogram"
"8754","CHOLANGIOGRAM NEC"
"8757700","การบริบาลหญิงตั้งครรภ์ด้วยการนวดที่ข้อเท้า"
"8757701","การบริบาลหญิงตั้งครรภ์ด้วยการประคบที่ข้อเท้า"
"8757713","การบริบาลหญิงหลังคลอดด้วยการนวดที่ข้อเท้า"
"8757714","การบริบาลหญิงหลังคลอดด้วยการประคบสมุนไพรที่ข้อเท้า"
"8757810","การนวดด้วยยาหรือน้ำมันหอมระเหยที่ข้อเท้า"
"8757811","การนวดด้วยวิธีการแพทย์แผนไทยแบบราชสำนักที่ข้อเท้า"
"8757812","การนวดด้วยวิธีการแพทย์แผนไทยแบบเชลยศักดิ์ที่ข้อเท้า"
"8757818","การนวดด้วยวิธีการแพทย์แผนไทยแบบอื่นที่ข้อเท้า"
"8757819","การนวดด้วยวิธีการแพทย์แผนไทย ไม่ระบุรายละเอียดที่ข้อเท้า"
"8757820","การประคบด้วยสมุนไพรที่ข้อเท้า"
"8757821","การประคบความร้อนที่ข้อเท้า"
"8757822","การประคบความเย็นที่ข้อเท้า"
"8759","BILIARY TRACT X-RAY NEC"
"8761","BARIUM SWALLOW"
"8762","UPPER GI SERIES"
"8763","SMALL BOWEL SERIES"
"8764","LOWER GI SERIES"
"8765","INTESTINAL X-RAY NEC"
"8766","CONTRAST PANCREATOGRAM"
"8767700","การบริบาลหญิงตั้งครรภ์ด้วยการนวดที่เท้า"
"8767701","การบริบาลหญิงตั้งครรภ์ด้วยการประคบที่เท้า"
"8767713","การบริบาลหญิงหลังคลอดด้วยการนวดที่เท้า"
"8767714","การบริบาลหญิงหลังคลอดด้วยการประคบสมุนไพรที่เท้า"
"8767810","การนวดด้วยยาหรือน้ำมันหอมระเหยที่เท้า"
"8767811","การนวดด้วยวิธีการแพทย์แผนไทยแบบราชสำนักที่เท้า"
"8767812","การนวดด้วยวิธีการแพทย์แผนไทยแบบเชลยศักดิ์ที่เท้า"
"8767818","การนวดด้วยวิธีการแพทย์แผนไทยแบบอื่นที่เท้า"
"8767819","การนวดด้วยวิธีการแพทย์แผนไทย ไม่ระบุรายละเอียดที่เท้า"
"8767820","การประคบด้วยสมุนไพรที่เท้า"
"8767821","การประคบความร้อนที่เท้า"
"8767822","การประคบความเย็นที่เท้า"
"8769","DIGESTIVE TRACT XRAY NEC"
"8771","C.A.T. SCAN OF KIDNEY"
"8772","NEPHROTOMOGRAM NEC"
"8773","INTRAVENOUS PYELOGRAM"
"8774","Retrograde pyelogram"
"8775","PERCUTANEOUS PYELOGRAM"
"8776","RETROGR CYSTOURETHROGRAM"
"8777","CYSTOGRAM NEC"
"8778","ILEAL CONDUITOGRAM"
"8779","URINARY SYSTEM X-RAY NEC"
"8781","X-RAY OF GRAVID UTERUS"
"8782","GAS HYSTEROSALPINGOGRAM"
"8783","DYE HYSTEROSALPINGOGRAM"
"8784","PERCUTANEOUS HYSTEROGRAM"
"8785","TUBE & UTERUS X-RAY NEC"
"8789","FEMALE GENITAL X-RAY NEC"
"8791","CONTR SEMIN VESICULOGRAM"
"8792","PROSTAT/SEM VES XRAY NEC"
"8793","CONTRAST EPIDIDYMOGRAM"
"8794","CONTRAST VASOGRAM"
"8795","EPIDIDYMIS/VAS X-RAY NEC"
"8799","MALE GENITAL X-RAY NEC"
"8801","C.A.T. SCAN OF ABDOMEN"
"8802","ABDOMINAL TOMOGRAPHY NEC"
"8803","ABDOMINAL WALL SINOGRAM"
"8804","ABDOMINAL LYMPHANGIOGRAM"
"8809","ABDOMINAL WALL X-RAY NEC"
"8811","PELVIC DYE CONTRAST XRAY"
"8812","PELVIC GAS CONTRAST XRAY"
"8813","PERITON PNEUMOGRAM NEC"
"8814","RETROPERITON FISTULOGRAM"
"8815","RETROPERITON PNEUMOGRAM"
"8816","RETROPERITONEAL XRAY NEC"
"8819","ABDOMINAL X-RAY NEC"
"8821","SKL XRAY-SHOULDER/UP ARM"
"8822","SKEL XRAY-ELBOW/FOREARM"
"8823","SKEL XRAY-WRIST & HAND"
"8824","SKEL XRAY-UPPER LIMB NOS"
"8825","PELVIMETRY"
"8826","SKEL XRAY-PELVIS/HIP NEC"
"8827","SKEL XRAY-THIGH/KNEE/LEG"
"8828","SKEL XRAY-ANKLE & FOOT"
"8829","SKEL XRAY-LOWER LIMB NOS"
"8831","SKELETAL SERIES X-RAY"
"8832","CONTRAST ARTHROGRAM"
"8833","OTHER SKELETAL X-RAY"
"8834","UPPER LIMB LYMPHANGIOGRM"
"8835","UP LIMB SFT TIS XRAY NEC"
"8836","LOWER LIMB LYMPHANGIOGRM"
"8837","LO LIMB SFT TIS XRAY NEC"
"8838","OTHER C.A.T. SCAN"
"8839","X-RAY NEC AND NOS"
"8840","CONTRAST ARTERIOGRAM NOS"
"8841","CONTR CEREBR ARTERIOGRAM"
"8842","CONTRAST AORTOGRAM"
"8843","CONTR PULMON ARTERIOGRAM"
"8844","CONTR THOR ARTERIOGR NEC"
"8845","CONTRAST RENAL ARTERIOGR"
"8846","CONTRAST PLACENTOGRAM"
"8847","CONTR ABD ARTERIOGRM NEC"
"8848","CONTRAST ARTERIOGRAM-LEG"
"8849","CONTRAST ARTERIOGRAM NEC"
"8850","ANGIOCARDIOGRAPHY NOS"
"8851","VENA CAV ANGIOCARDIOGRAM"
"8852","Rt heart angiocardiogram"
"8853","Lt heart angiocardiogram"
"8854","Rt & It heart angiocard"
"8855","Coronar arteriogr-1 cath"
"8856","Coronar arteriogr-2 cath"
"8857","Coronary arteriogram NEC"
"8858","Negatve-contr cardiogram"
"8859","Intra-op fluor vasc angi"
"8860","CONTRAST PHLEBOGRAM NOS"
"8861","CONTR PHLEBOGRAM-HD/NECK"
"8862","CONTR PHLEBOGRAM-PULMON"
"8863","THORAC CONTR PHLEBOG NEC"
"8864","PORTAL CONTR PHLEBOGRAM"
"8865","ABD CONTR PHLEBOGRAM NEC"
"8866","CONTRAST PHLEBOGRAM-LEG"
"8867","CONTRAST PHLEBOGRAM NEC"
"8868","IMPEDANCE PHLEBOGRAM"
"8871","Diag US of head & neck"
"8872","Diag US of heart"
"8873","DX ULTRASOUND-THORAX NEC"
"8874","DX ULTRASOUND-DIGESTIVE"
"8875","DX ULTRASOUND-URINARY"
"8876","DX ULTRASOUND-ABDOMEN"
"8877","DX ULTRASOUND-VASCULAR"
"8878","DX ULTRASOUND-GRAV UTER"
"8879","DX ULTRASOUND NEC"
"8881","CEREBRAL THERMOGRAPHY"
"8882","OCULAR THERMOGRAPHY"
"8883","BONE THERMOGRAPHY"
"8884","MUSCLE THERMOGRAPHY"
"8885","BREAST THERMOGRAPHY"
"8886","BLOOD VESSEL THERMOGRAPH"
"8889","THERMOGRAPHY NEC"
"8890","DIAGNOSTIC IMAGING NOS"
"8891","MRI OF BRAIN & BRAINSTEM"
"8892","MRI CHEST & HEART"
"8893","MRI SPINAL CANAL"
"8894","MRI MUSCULOSKELETAL"
"8895","MRI PELVIS,PROSTATE,BLAD"
"8896","Oth intraop mag res imag"
"8897","MAGNETIC RES IMAGE UNSP"
"8898","BONE MINERAL DENSITY"
"8901","BRIEF INTERVIEW & EVALUA"
"8902","LIMITED INTERVIEW/EVALUA"
"8903","COMPREHEN INTERVIEW/EVAL"
"8904","INTERVIEW & EVALUAT NEC"
"8905","INTERVIEW & EVALUAT NOS"
"8906","LIMITED CONSULTATION"
"8907","COMPREHENSIVE CONSULTAT"
"8908","CONSULTATION NEC"
"8909","CONSULTATION NOS"
"8910","INTRACAROT AMOBARB TEST"
"8911","TONOMETRY"
"8912","NASAL FUNCTION STUDY"
"8913","NEUROLOGIC EXAMINATION"
"8914","ELECTROENCEPHALOGRAM"
"8915","NEUROLOGIC FUNC TEST NEC"
"8916","SKULL TRANSILLUMINAT"
"8917","POLYSOMNOGRAM"
"8918","OTH SLEEP DIS FUNCT TEST"
"8919","VIDEO/RADIO EEG MONITOR"
"8921","URINARY MANOMETRY"
"8922","CYSTOMETROGRAM"
"8923","URETHRAL SPHINCTER EMG"
"8924","UROFLOWMETRY"
"8925","URETHRAL PRESSURE PROFIL"
"8926","GYNECOLOGIC EXAMINATION"
"8929","OTHER GU SYSTEM EXAMS"
"8931","DENTAL EXAMINATION"
"8932","ESOPHAGEAL MANOMETRY"
"8933","DIGITAL ENTEROSTOMY EXAM"
"8934","DIGITAL RECTAL EXAM"
"8935","NASAL SINUS TRANSILLUMIN"
"8936","MANUAL EXAM OF BREAST"
"8937","VITAL CAPACITY DETERMIN"
"8938","RESPIRATORY MEASURE NEC"
"8939","NONOPERATIVE EXAMS NEC"
"8941","TREADMILL STRESS TEST"
"8942","MASTERS' 2-STEP TEST"
"8943","BICYCLE ERGOMETER TEST"
"8944","CARDIAC STRESS TEST NEC"
"8945","PACEMAKER RATE CHECK"
"8946","PACEMAKER WAVE FORM CHCK"
"8947","PACEMAKER IMPEDANCE CHCK"
"8948","PACEMAKER VOLT THRESHOLD"
"8949","Aicd check"
"8950","AMBU CARDIAC MONITORING"
"8951","RHYTHM ELECTROCARDIOGRAM"
"8952","ELECTROCARDIOGRAM"
"8953","VECTORCARDIOGRAM"
"8954","ELECTROCARDIOGRAPH MONIT"
"8955","PHONOCARDIOGRAM"
"8956","CAROTID PULSE TRACING"
"8957","APEXCARDIOGRAM"
"8958","PLETHYSMOGRAM"
"8959","NONOP CARDIAC/VASC EXAM"
"8960","Cnt intraart bld gas mon"
"8961","ARTERIAL PRESSURE MONIT"
"8962","CVP MONITORING"
"8963","PULMON ART PRESS MONITOR"
"8964","PULMON ART WEDGE MONITOR"
"8965","ARTERIAL BLD GAS MEASURE"
"8966","MIX VENOUS BLD GAS MEAS"
"8967","OXYGEN CONSUMPTION MONIT"
"8968","OTH CARDIAC MON OUTPUT"
"8969","CORONARY BLD FLOW MONIT"
"897","GENERAL PHYSICAL EXAM"
"898","AUTOPSY"
"9001","BACT SMEAR-NERVOUS SYST"
"9001001","Acupuncture with electrical stimulation"
"9001002","Acupuncture without electrical stimulation"
"9002","CULTURE-NERVOUS SYST"
"9003","C & S-NERVOUS SYST"
"9004","PARASITOLOGY-NERV SYST"
"9005","TOXICOLOGY-NERVOUS SYST"
"9006","CELL BLK/PAP-NERVOUS SYS"
"9007700","การบริบาลหญิงตั้งครรภ์ด้วยการนวดที่ทั่วร่างกาย"
"9007701","การบริบาลหญิงตั้งครรภ์ด้วยการประคบที่ทั่วร่างกาย"
"9007712","การบริบาลหญิงหลังคลอดด้วยการทับหม้อเกลือที่ทั่วร่างกาย"
"9007713","การบริบาลหญิงหลังคลอดด้วยการนวดที่ทั่วร่างกาย"
"9007714","การบริบาลหญิงหลังคลอดด้วยการประคบสมุนไพรที่ทั่วร่างกาย"
"9007716","การบริบาลหญิงหลังคลอดด้วยการอบไอน้ำสมุนไพรที่ทั่วร่างกาย"
"9007730","การบริบาลหญิงหลังคลอดด้วยการปฏิบัติตัวสำหรับหลังคลอดที่ทั่วร่างกาย"
"9007800","การอบไอน้ำสมุนไพร ที่ทั่วร่างกาย"
"9007810","การนวดด้วยยาหรือน้ำมันหอมระเหยที่ทั่วร่างกาย"
"9007811","การนวดด้วยวิธีการแพทย์แผนไทยแบบราชสำนักที่ทั่วร่างกาย"
"9007812","การนวดด้วยวิธีการแพทย์แผนไทยแบบเชลยศักดิ์ที่ทั่วร่างกาย"
"9007818","การนวดด้วยวิธีการแพทย์แผนไทยแบบอื่นที่ทั่วร่างกาย"
"9007819","การนวดด้วยวิธีการแพทย์แผนไทย ไม่ระบุรายละเอียดที่ทั่วร่างกาย"
"9007820","การประคบด้วยสมุนไพรที่ทั่วร่างกาย"
"9007821","การประคบความร้อนที่ทั่วร่างกาย"
"9007822","การประคบความเย็นที่ทั่วร่างกาย"
"9009","MICRO EXAM-NERVOUS NEC"
"9011","BACT SMEAR-ENDOCRINE"
"9012","CULTURE-ENDOCRINE"
"9013","C & S-ENDOCRINE"
"9014","PARASITOLOGY-ENDOCRINE"
"9015","TOXICOLOGY-ENDOCRINE"
"9016","CELL BLOCK/PAP-ENDOCRINE"
"9019","MICRO EXAM-ENDOCRINE NEC"
"9021","BACT SMEAR-EYE"
"9022","CULTURE-EYE"
"9023","C & S-EYE"
